address,age,amenities,area,bath,bed,features,gross_taxes_2017,latlng,link,listing_id,price,primary_broker,property_type,school_info,sqft,strata_maintenance_fees,strata_type,sub_area
402-1819 W 5th Avenue,1.0,"Air Cond./Central, Elevator, In Suite Laundry, Storage",Vancouver West,3,2,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Disposal - Waste, Drapes/Window Coverings, Microwave, Oven-Built In, Range Top, Refrigerator",4547.0,MISSING,https://www.rew.ca/properties/R2219389/402-1819-w-5th-avenue-vancouver-bc,R2219389,2388800,Dexter Associates Realty,Apt/Condo,"[{'name': 'Henry Hudson Elementary School', 'address': '1551 Cypress St, Vancouver', 'latitude': 49.2720412, 'longitude': -123.1483903, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Kitsilano Secondary School', 'address': '2706 Trafalgar St, Vancouver', 'latitude': 49.262206, 'longitude': -123.164308, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.4 km'}, {'name': 'Century High School', 'address': '1788 Broadway W Unit 200, Vancouver', 'latitude': 49.2634169, 'longitude': -123.1453266, 'grades': '10 - 12', 'category': 'Independent', 'distance': '0.4 km'}, {'name': ""St Augustine's School"", 'address': '2154 7th Ave W, Vancouver', 'latitude': 49.2656318, 'longitude': -123.1545717, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.6 km'}, {'name': 'Madrona Primary and Junior School', 'address': '2040 West 10th Ave, Vancouver', 'latitude': 49.2627349, 'longitude': -123.1517134, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.7 km'}, {'name': ""St John's School"", 'address': '2215 10th Ave W, Vancouver', 'latitude': 49.2629098, 'longitude': -123.1554509, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Fraser Academy', 'address': '2294 10th Ave W, Vancouver', 'latitude': 49.2626607, 'longitude': -123.157276, 'grades': '2 - 12', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Pear Tree Elementary School', 'address': '215-2678 Broadway W, Vancouver', 'latitude': 49.2638952, 'longitude': -123.165781, 'grades': 'K', 'category': 'Independent', 'distance': '1.5 km'}, {'name': 'Anchor Point Montessori School', 'address': '1351 Hornby St, Vancouver', 'latitude': 49.2769796, 'longitude': -123.130623, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'York House School', 'address': '4176 Alexandra St, Vancouver', 'latitude': 49.249007, 'longitude': -123.141144, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.1 km'}]",1526,563.0,Freehold Strata,Kitsilano
303-2226 W 12th Avenue,15.0,MISSING,Vancouver West,2,2,MISSING,2011.0,MISSING,https://www.rew.ca/properties/R2221762/303-2226-w-12th-avenue-vancouver-bc,R2221762,958000,Metro Edge Realty,Apt/Condo,"[{'name': 'Kitsilano Secondary School', 'address': '2706 Trafalgar St, Vancouver', 'latitude': 49.262206, 'longitude': -123.164308, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Carnarvon Community Elementary School', 'address': '3400 Balaclava St, Vancouver', 'latitude': 49.2561084, 'longitude': -123.1743873, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.4 km'}, {'name': 'Fraser Academy', 'address': '2294 10th Ave W, Vancouver', 'latitude': 49.2626607, 'longitude': -123.157276, 'grades': '2 - 12', 'category': 'Independent', 'distance': '0.2 km'}, {'name': ""St John's School"", 'address': '2215 10th Ave W, Vancouver', 'latitude': 49.2629098, 'longitude': -123.1554509, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.2 km'}, {'name': 'Madrona Primary and Junior School', 'address': '2040 West 10th Ave, Vancouver', 'latitude': 49.2627349, 'longitude': -123.1517134, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.4 km'}, {'name': ""St Augustine's School"", 'address': '2154 7th Ave W, Vancouver', 'latitude': 49.2656318, 'longitude': -123.1545717, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.6 km'}, {'name': 'Pear Tree Elementary School', 'address': '215-2678 Broadway W, Vancouver', 'latitude': 49.2638952, 'longitude': -123.165781, 'grades': 'K', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Century High School', 'address': '1788 Broadway W Unit 200, Vancouver', 'latitude': 49.2634169, 'longitude': -123.1453266, 'grades': '10 - 12', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Little Flower Academy', 'address': '4195 Alexandra St, Vancouver', 'latitude': 49.248696, 'longitude': -123.14211, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'York House School', 'address': '4176 Alexandra St, Vancouver', 'latitude': 49.249007, 'longitude': -123.141144, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.7 km'}]",1060,402.0,Freehold Strata,Kitsilano
211-2680 W 4th Avenue,22.0,"Bike Room, In Suite Laundry",Vancouver West,1,1,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave",1068.0,MISSING,https://www.rew.ca/properties/R2227756/211-2680-w-4th-avenue-vancouver-bc,R2227756,549000,One Percent Realty Ltd.,Apt/Condo,"[{'name': 'General Gordon Elementary School', 'address': '2268 Bayswater St, Vancouver', 'latitude': 49.2662656, 'longitude': -123.1711593, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Kitsilano Secondary School', 'address': '2706 Trafalgar St, Vancouver', 'latitude': 49.262206, 'longitude': -123.164308, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Pear Tree Elementary School', 'address': '215-2678 Broadway W, Vancouver', 'latitude': 49.2638952, 'longitude': -123.165781, 'grades': 'K', 'category': 'Independent', 'distance': '0.5 km'}, {'name': ""St Augustine's School"", 'address': '2154 7th Ave W, Vancouver', 'latitude': 49.2656318, 'longitude': -123.1545717, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.9 km'}, {'name': 'Pacific Spirit School', 'address': '4196 4th Ave W, Vancouver', 'latitude': 49.2685086, 'longitude': -123.177683, 'grades': 'K - 6', 'category': 'Independent', 'distance': '0.9 km'}, {'name': 'Fraser Academy', 'address': '2294 10th Ave W, Vancouver', 'latitude': 49.2626607, 'longitude': -123.157276, 'grades': '2 - 12', 'category': 'Independent', 'distance': '0.9 km'}, {'name': ""St John's School"", 'address': '2215 10th Ave W, Vancouver', 'latitude': 49.2629098, 'longitude': -123.1554509, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Madrona Primary and Junior School', 'address': '2040 West 10th Ave, Vancouver', 'latitude': 49.2627349, 'longitude': -123.1517134, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'Century High School', 'address': '1788 Broadway W Unit 200, Vancouver', 'latitude': 49.2634169, 'longitude': -123.1453266, 'grades': '10 - 12', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Ecole Jules Quesnel Elementary', 'address': '3050 Crown St, Vancouver', 'latitude': 49.2590199, 'longitude': -123.1925809, 'grades': 'K - 7', 'category': 'Public', 'distance': '2.2 km'}]",650,239.0,Freehold Strata,Kitsilano
202-2181 W 12th Avenue,21.0,"Elevator, In Suite Laundry, Wheelchair Access",Vancouver West,2,3,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings",2440.0,MISSING,https://www.rew.ca/properties/R2228670/202-2181-w-12th-avenue-vancouver-bc,R2228670,1388000,Nu Stream Realty Inc.,Apt/Condo,"[{'name': 'Kitsilano Secondary School', 'address': '2706 Trafalgar St, Vancouver', 'latitude': 49.262206, 'longitude': -123.164308, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'General Gordon Elementary School', 'address': '2268 Bayswater St, Vancouver', 'latitude': 49.2662656, 'longitude': -123.1711593, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.3 km'}, {'name': ""St John's School"", 'address': '2215 10th Ave W, Vancouver', 'latitude': 49.2629098, 'longitude': -123.1554509, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.2 km'}, {'name': 'Fraser Academy', 'address': '2294 10th Ave W, Vancouver', 'latitude': 49.2626607, 'longitude': -123.157276, 'grades': '2 - 12', 'category': 'Independent', 'distance': '0.2 km'}, {'name': 'Madrona Primary and Junior School', 'address': '2040 West 10th Ave, Vancouver', 'latitude': 49.2627349, 'longitude': -123.1517134, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.3 km'}, {'name': ""St Augustine's School"", 'address': '2154 7th Ave W, Vancouver', 'latitude': 49.2656318, 'longitude': -123.1545717, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.5 km'}, {'name': 'Century High School', 'address': '1788 Broadway W Unit 200, Vancouver', 'latitude': 49.2634169, 'longitude': -123.1453266, 'grades': '10 - 12', 'category': 'Independent', 'distance': '0.7 km'}, {'name': 'Pear Tree Elementary School', 'address': '215-2678 Broadway W, Vancouver', 'latitude': 49.2638952, 'longitude': -123.165781, 'grades': 'K', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Little Flower Academy', 'address': '4195 Alexandra St, Vancouver', 'latitude': 49.248696, 'longitude': -123.14211, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'York House School', 'address': '4176 Alexandra St, Vancouver', 'latitude': 49.249007, 'longitude': -123.141144, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.7 km'}]",1237,509.0,Freehold Strata,Kitsilano
1169 W 73rd Avenue,11.0,In Suite Laundry,Vancouver West,2,2,MISSING,2282.0,"(49.2042092, -123.1323914)",https://www.rew.ca/properties/R2227505/1169-w-73rd-avenue-vancouver-bc,R2227505,999000,RE/MAX City Realty,Townhouse,"[{'name': 'David Lloyd George Elementary School', 'address': '8370 Cartier St, Vancouver', 'latitude': 49.2102331, 'longitude': -123.1363536, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Sir Winston Churchill Secondary School', 'address': '7055 Heather St, Vancouver', 'latitude': 49.2203585, 'longitude': -123.1254392, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.9 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.3 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'City Vancouver Academy', 'address': '8766 McKim Way Unit 2165, Richmond', 'latitude': 49.183144, 'longitude': -123.12564, 'grades': '10 - 12', 'category': 'Independent', 'distance': '2.4 km'}, {'name': 'Pythagoras Academy', 'address': '8671 Odlin Cres, Richmond', 'latitude': 49.181452, 'longitude': -123.127226, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.6 km'}, {'name': 'Canada Star Secondary School', 'address': '11295 Mellis Dr, Richmond', 'latitude': 49.1859128, 'longitude': -123.0986174, 'grades': '11 - 12', 'category': 'Independent', 'distance': '3.2 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '3.3 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '3.5 km'}]",1271,362.0,Freehold Strata,Marpole
1004-8131 Nunavut Lane,2.0,"Club House, Elevator, Exercise Centre, Garden, In Suite Laundry",Vancouver West,2,2,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Smoke Alarm, Sprinkler - Fire",1783.0,MISSING,https://www.rew.ca/properties/R2227379/1004-8131-nunavut-lane-vancouver-bc,R2227379,928000,Multiple Realty Ltd.,Apt/Condo,"[{'name': 'J.W. Sexsmith Community Elementary School', 'address': '7410 Columbia St, Vancouver', 'latitude': 49.217976, 'longitude': -123.1112726, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.9 km'}, {'name': 'Sir Winston Churchill Secondary School', 'address': '7055 Heather St, Vancouver', 'latitude': 49.2203585, 'longitude': -123.1254392, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.2 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.9 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '2.1 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.3 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.5 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '2.9 km'}, {'name': 'Canada Star Secondary School', 'address': '11295 Mellis Dr, Richmond', 'latitude': 49.1859128, 'longitude': -123.0986174, 'grades': '11 - 12', 'category': 'Independent', 'distance': '3.1 km'}, {'name': 'City Vancouver Academy', 'address': '8766 McKim Way Unit 2165, Richmond', 'latitude': 49.183144, 'longitude': -123.12564, 'grades': '10 - 12', 'category': 'Independent', 'distance': '3.2 km'}]",760,383.0,Freehold Strata,Marpole
SL 12-459 W 63 Avenue,0.0,In Suite Laundry,Vancouver West,3,4,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Smoke Alarm",,MISSING,https://www.rew.ca/properties/R2228078/sl-12-459-w-63-avenue-vancouver-bc,R2228078,2180000,Icon Marketing Inc.,Townhouse,"[{'name': 'J.W. Sexsmith Community Elementary School', 'address': '7410 Columbia St, Vancouver', 'latitude': 49.217976, 'longitude': -123.1112726, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Sir Winston Churchill Secondary School', 'address': '7055 Heather St, Vancouver', 'latitude': 49.2203585, 'longitude': -123.1254392, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.1 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.8 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.9 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.1 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '2.3 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.3 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '2.7 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '3.0 km'}, {'name': 'Canada Star Secondary School', 'address': '11295 Mellis Dr, Richmond', 'latitude': 49.1859128, 'longitude': -123.0986174, 'grades': '11 - 12', 'category': 'Independent', 'distance': '3.3 km'}]",1743,408.0,Freehold Strata,Marpole
7856 Hudson Street,26.0,"Day Care Centre, Garden, Storage",Vancouver West,4,5,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Jetted Bathtub, Security System, Smoke Alarm, Vacuum Blt. In",7241.0,"(49.2550097, -123.1351923)",https://www.rew.ca/properties/R2228727/7856-hudson-street-vancouver-bc,R2228727,2390000,Royal Le Page Westside,House,"[{'name': 'David Lloyd George Elementary School', 'address': '8370 Cartier St, Vancouver', 'latitude': 49.2102331, 'longitude': -123.1363536, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Sir Winston Churchill Secondary School', 'address': '7055 Heather St, Vancouver', 'latitude': 49.2203585, 'longitude': -123.1254392, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.9 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.6 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '1.1 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.1 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.2 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.4 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.1 km'}, {'name': 'City Vancouver Academy', 'address': '8766 McKim Way Unit 2165, Richmond', 'latitude': 49.183144, 'longitude': -123.12564, 'grades': '10 - 12', 'category': 'Independent', 'distance': '3.6 km'}, {'name': 'Pythagoras Academy', 'address': '8671 Odlin Cres, Richmond', 'latitude': 49.181452, 'longitude': -123.127226, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.7 km'}]",2438,,Freehold NonStrata,Marpole
514 W 61st Avenue,60.0,MISSING,Vancouver West,3,5,"ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Drapes/Window Coverings, Garage Door Opener, Microwave",6692.0,"(49.2160437, -123.151213)",https://www.rew.ca/properties/R2228111/514-w-61st-avenue-vancouver-bc,R2228111,3880000,Homeland Realty,House,"[{'name': 'Sir Wilfrid Laurier Elementary School', 'address': '7350 Laurel St, Vancouver', 'latitude': 49.2182076, 'longitude': -123.1249947, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Sir Winston Churchill Secondary School', 'address': '7055 Heather St, Vancouver', 'latitude': 49.2203585, 'longitude': -123.1254392, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.8 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.8 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.1 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.1 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '2.1 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '2.8 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '2.8 km'}, {'name': 'Canada Star Secondary School', 'address': '11295 Mellis Dr, Richmond', 'latitude': 49.1859128, 'longitude': -123.0986174, 'grades': '11 - 12', 'category': 'Independent', 'distance': '3.5 km'}]",2744,,Freehold NonStrata,Marpole
722 W 68th Avenue,7.0,In Suite Laundry,Vancouver West,3,3,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener",4097.0,"(49.2106152, -123.1463365)",https://www.rew.ca/properties/R2228744/722-w-68th-avenue-vancouver-bc,R2228744,1529000,New Coast Realty,Duplex,MISSING,1148,,Freehold NonStrata,Marpole
SL 2-459 W 63 Avenue,0.0,In Suite Laundry,Vancouver West,3,3,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Smoke Alarm",,MISSING,https://www.rew.ca/properties/R2228076/sl-2-459-w-63-avenue-vancouver-bc,R2228076,1999900,Icon Marketing Inc.,Townhouse,"[{'name': 'J.W. Sexsmith Community Elementary School', 'address': '7410 Columbia St, Vancouver', 'latitude': 49.217976, 'longitude': -123.1112726, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Sir Winston Churchill Secondary School', 'address': '7055 Heather St, Vancouver', 'latitude': 49.2203585, 'longitude': -123.1254392, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.1 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.8 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.9 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.1 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '2.3 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.3 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '2.7 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '3.0 km'}, {'name': 'Canada Star Secondary School', 'address': '11295 Mellis Dr, Richmond', 'latitude': 49.1859128, 'longitude': -123.0986174, 'grades': '11 - 12', 'category': 'Independent', 'distance': '3.3 km'}]",1719,408.0,Freehold Strata,Marpole
224 Waterleigh Drive,30.0,"Club House, Exercise Centre, In Suite Laundry, Pool; Indoor, Sauna/Steam Room, Swirlpool/Hot Tub",Vancouver West,3,2,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Microwave, Security System, Vacuum Blt. In",2411.0,"(49.2154779, -123.1114659)",https://www.rew.ca/properties/R2229251/224-waterleigh-drive-vancouver-bc,R2229251,1428000,Nu Stream Realty Inc.,Townhouse,"[{'name': 'J.W. Sexsmith Community Elementary School', 'address': '7410 Columbia St, Vancouver', 'latitude': 49.217976, 'longitude': -123.1112726, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'Sir Winston Churchill Secondary School', 'address': '7055 Heather St, Vancouver', 'latitude': 49.2203585, 'longitude': -123.1254392, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.2 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.2 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.3 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.3 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '2.3 km'}, {'name': 'Vancouver Montessori School', 'address': '8650 Barnard St, Vancouver', 'latitude': 49.2077469, 'longitude': -123.1451878, 'grades': 'K', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '3.0 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '3.3 km'}]",1691,493.0,Freehold Strata,Marpole
