sqft,gross_taxes_2017,area,sub_area,primary_broker,listing_id,property_type,age,school_info,price,address,type,link,features,strata_maintenance_fees,bath,strata_type,bed,amenities
4333,9548,Vancouver West,Southwest Marine,Engel & Volkers Vancouver,R2215594,House,Built in 2015 (3 yrs old),"[{'distance': '1.1 km', 'address': '7455 Maple St, Vancouver', 'grades': 'K - 7', 'name': 'Dr R E McKechnie Elementary School', 'latitude': 49.2176306, 'longitude': -123.1535505, 'category': 'Public'}, {'distance': '2.1 km', 'address': '6360 Maple St, Vancouver', 'grades': '8 - 12', 'name': 'Magee Secondary School', 'latitude': 49.2282476, 'longitude': -123.1522964, 'category': 'Public'}, {'distance': '0.2 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '0.8 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '0.9 km', 'address': '1370 73rd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'St Anthony of Padua School', 'latitude': 49.2044777, 'longitude': -123.1367032, 'category': 'Independent'}, {'distance': '3.1 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '3.2 km', 'address': '5718 Willow St, Vancouver', 'grades': '8 - 12', 'name': 'King David High School', 'latitude': 49.2334558, 'longitude': -123.1230754, 'category': 'Independent'}, {'distance': '3.3 km', 'address': '8766 McKim Way Unit 2165, Richmond', 'grades': '10 - 12', 'name': 'City Vancouver Academy', 'latitude': 49.183144, 'longitude': -123.12564, 'category': 'Independent'}, {'distance': '3.4 km', 'address': '8671 Odlin Cres, Richmond', 'grades': 'K - 7', 'name': 'Pythagoras Academy', 'latitude': 49.181452, 'longitude': -123.127226, 'category': 'Independent'}, {'distance': '3.6 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}]",6280000,8525 Wiltshire Street,House,https://www.rew.ca/properties/R2215594/8525-wiltshire-street-vancouver-bc,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Freezer, Garage Door Opener, Hot Tub Spa/Swirlpool, Oven-Built In, Security System",,6,Freehold NonStrata,7,"In Suite Laundry, Swirlpool/Hot Tub"
2068,7576,Vancouver West,Southwest Marine,Maxcel Westcoast Realty Ltd.,R2230973,House,Built in 1991 (27 yrs old),"[{'distance': '0.2 km', 'address': '7455 Maple St, Vancouver', 'grades': 'K - 7', 'name': 'Dr R E McKechnie Elementary School', 'latitude': 49.2176306, 'longitude': -123.1535505, 'category': 'Public'}, {'distance': '1.1 km', 'address': '6360 Maple St, Vancouver', 'grades': '8 - 12', 'name': 'Magee Secondary School', 'latitude': 49.2282476, 'longitude': -123.1522964, 'category': 'Public'}, {'distance': '0.8 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '1.2 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '1370 73rd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'St Anthony of Padua School', 'latitude': 49.2044777, 'longitude': -123.1367032, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '2.6 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '2.6 km', 'address': '5718 Willow St, Vancouver', 'grades': '8 - 12', 'name': 'King David High School', 'latitude': 49.2334558, 'longitude': -123.1230754, 'category': 'Independent'}, {'distance': '3.4 km', 'address': '4195 Alexandra St, Vancouver', 'grades': '8 - 12', 'name': 'Little Flower Academy', 'latitude': 49.248696, 'longitude': -123.14211, 'category': 'Independent'}, {'distance': '3.5 km', 'address': '4176 Alexandra St, Vancouver', 'grades': 'K - 12', 'name': 'York House School', 'latitude': 49.249007, 'longitude': -123.141144, 'category': 'Independent'}]",2488000,7388 Laburnum Street,House,https://www.rew.ca/properties/R2230973/7388-laburnum-street-vancouver-bc,ClthWsh/Dryr/Frdg/Stve/DW,,4,Freehold NonStrata,4,
2314,10346,Vancouver West,Southwest Marine,RE/MAX Select Properties,R2231341,House,Built in 1948 (70 yrs old),"[{'distance': '0.4 km', 'address': '7455 Maple St, Vancouver', 'grades': 'K - 7', 'name': 'Dr R E McKechnie Elementary School', 'latitude': 49.2176306, 'longitude': -123.1535505, 'category': 'Public'}, {'distance': '1.6 km', 'address': '6360 Maple St, Vancouver', 'grades': '8 - 12', 'name': 'Magee Secondary School', 'latitude': 49.2282476, 'longitude': -123.1522964, 'category': 'Public'}, {'distance': '0.8 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '0.8 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '1370 73rd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'St Anthony of Padua School', 'latitude': 49.2044777, 'longitude': -123.1367032, 'category': 'Independent'}, {'distance': '2.7 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '2.9 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '3.0 km', 'address': '5718 Willow St, Vancouver', 'grades': '8 - 12', 'name': 'King David High School', 'latitude': 49.2334558, 'longitude': -123.1230754, 'category': 'Independent'}, {'distance': '3.9 km', 'address': '8766 McKim Way Unit 2165, Richmond', 'grades': '10 - 12', 'name': 'City Vancouver Academy', 'latitude': 49.183144, 'longitude': -123.12564, 'category': 'Independent'}, {'distance': '3.9 km', 'address': '4195 Alexandra St, Vancouver', 'grades': '8 - 12', 'name': 'Little Flower Academy', 'latitude': 49.248696, 'longitude': -123.14211, 'category': 'Independent'}]",2988000,7909 Laburnum Street,House,https://www.rew.ca/properties/R2231341/7909-laburnum-street-vancouver-bc,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave, Security System, Sprinkler - Inground",,2,Freehold NonStrata,3,
2869,9767,Vancouver West,Southlands,Macdonald Realty,R2219445,House,Built in 1955 (63 yrs old),"[{'distance': '0.6 km', 'address': '3250 43rd Ave W, Vancouver', 'grades': 'K - 2', 'name': 'Kerrisdale Annex', 'latitude': 49.2328207, 'longitude': -123.1769391, 'category': 'Public'}, {'distance': '0.9 km', 'address': '5555 Carnarvon St, Vancouver', 'grades': 'K - 7', 'name': 'Kerrisdale Elementary School', 'latitude': 49.2357164, 'longitude': -123.1744931, 'category': 'Public'}, {'distance': '2.4 km', 'address': '5350 East Blvd, Vancouver', 'grades': '8 - 12', 'name': 'Point Grey Secondary School', 'latitude': 49.2372511, 'longitude': -123.1530483, 'category': 'Public'}, {'distance': '0.7 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3745 West 28th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Immaculate Conception School', 'latitude': 49.2473971, 'longitude': -123.187749, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '4175 W 29th Ave, Vancouver', 'grades': '1 - 12', 'name': ""St George's School"", 'latitude': 49.2475246, 'longitude': -123.1991544, 'category': 'Independent'}, {'distance': '3.2 km', 'address': '3050 Crown St, Vancouver', 'grades': 'K - 7', 'name': 'Ecole Jules Quesnel Elementary', 'latitude': 49.2590199, 'longitude': -123.1925809, 'category': 'Public'}, {'distance': '3.5 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '3.6 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '3.7 km', 'address': '4195 Alexandra St, Vancouver', 'grades': '8 - 12', 'name': 'Little Flower Academy', 'latitude': 49.248696, 'longitude': -123.14211, 'category': 'Independent'}]",4279000,6137 Collingwood Place,House,https://www.rew.ca/properties/R2219445/6137-collingwood-place-vancouver-bc,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Microwave, Oven-Built In, Range Top, Refrigerator, Security System",,3,Freehold NonStrata,4,
3589,10303,Vancouver West,Southlands,Sutton Group West Coast Realty,R2221788,House,Built in 1934 (84 yrs old),"[{'distance': '0.3 km', 'address': '3250 43rd Ave W, Vancouver', 'grades': 'K - 2', 'name': 'Kerrisdale Annex', 'latitude': 49.2328207, 'longitude': -123.1769391, 'category': 'Public'}, {'distance': '0.6 km', 'address': '5555 Carnarvon St, Vancouver', 'grades': 'K - 7', 'name': 'Kerrisdale Elementary School', 'latitude': 49.2357164, 'longitude': -123.1744931, 'category': 'Public'}, {'distance': '2.1 km', 'address': '5350 East Blvd, Vancouver', 'grades': '8 - 12', 'name': 'Point Grey Secondary School', 'latitude': 49.2372511, 'longitude': -123.1530483, 'category': 'Public'}, {'distance': '0.4 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '3745 West 28th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Immaculate Conception School', 'latitude': 49.2473971, 'longitude': -123.187749, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '4175 W 29th Ave, Vancouver', 'grades': '1 - 12', 'name': ""St George's School"", 'latitude': 49.2475246, 'longitude': -123.1991544, 'category': 'Independent'}, {'distance': '3.0 km', 'address': '3050 Crown St, Vancouver', 'grades': 'K - 7', 'name': 'Ecole Jules Quesnel Elementary', 'latitude': 49.2590199, 'longitude': -123.1925809, 'category': 'Public'}, {'distance': '3.3 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '3.4 km', 'address': '4195 Alexandra St, Vancouver', 'grades': '8 - 12', 'name': 'Little Flower Academy', 'latitude': 49.248696, 'longitude': -123.14211, 'category': 'Independent'}, {'distance': '3.4 km', 'address': '4176 Alexandra St, Vancouver', 'grades': 'K - 12', 'name': 'York House School', 'latitude': 49.249007, 'longitude': -123.141144, 'category': 'Independent'}]",5590000,3469 W 43rd Avenue,House,https://www.rew.ca/properties/R2221788/3469-w-43rd-avenue-vancouver-bc,,,3,Freehold NonStrata,4,
3435,8205,Vancouver West,Southlands,Nu Stream Realty Inc.,R2221472,House,Built in 1950 (68 yrs old),"[{'distance': '1.0 km', 'address': '6360 Maple St, Vancouver', 'grades': '8 - 12', 'name': 'Magee Secondary School', 'latitude': 49.2282476, 'longitude': -123.1522964, 'category': 'Public'}, {'distance': '1.2 km', 'address': '7455 Maple St, Vancouver', 'grades': 'K - 7', 'name': 'Dr R E McKechnie Elementary School', 'latitude': 49.2176306, 'longitude': -123.1535505, 'category': 'Public'}, {'distance': '1.4 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '2.4 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '2.4 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '3.0 km', 'address': '3745 West 28th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Immaculate Conception School', 'latitude': 49.2473971, 'longitude': -123.187749, 'category': 'Independent'}, {'distance': '3.1 km', 'address': '1370 73rd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'St Anthony of Padua School', 'latitude': 49.2044777, 'longitude': -123.1367032, 'category': 'Independent'}, {'distance': '3.1 km', 'address': '4195 Alexandra St, Vancouver', 'grades': '8 - 12', 'name': 'Little Flower Academy', 'latitude': 49.248696, 'longitude': -123.14211, 'category': 'Independent'}, {'distance': '3.2 km', 'address': '4176 Alexandra St, Vancouver', 'grades': 'K - 12', 'name': 'York House School', 'latitude': 49.249007, 'longitude': -123.141144, 'category': 'Independent'}]",4488888,2628 SW Marine Drive,House,https://www.rew.ca/properties/R2221472/2628-sw-marine-drive-vancouver-bc,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Oven-Built In",,4,Freehold NonStrata,4,
3616,5869,Vancouver West,Southlands,New Coast Realty,R2222232,House,Built in 1930 (88 yrs old),"[{'distance': '0.7 km', 'address': '3250 43rd Ave W, Vancouver', 'grades': 'K - 2', 'name': 'Kerrisdale Annex', 'latitude': 49.2328207, 'longitude': -123.1769391, 'category': 'Public'}, {'distance': '0.9 km', 'address': '5555 Carnarvon St, Vancouver', 'grades': 'K - 7', 'name': 'Kerrisdale Elementary School', 'latitude': 49.2357164, 'longitude': -123.1744931, 'category': 'Public'}, {'distance': '1.8 km', 'address': '5350 East Blvd, Vancouver', 'grades': '8 - 12', 'name': 'Point Grey Secondary School', 'latitude': 49.2372511, 'longitude': -123.1530483, 'category': 'Public'}, {'distance': '0.8 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '2.5 km', 'address': '3745 West 28th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Immaculate Conception School', 'latitude': 49.2473971, 'longitude': -123.187749, 'category': 'Independent'}, {'distance': '2.7 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '2.8 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '2.9 km', 'address': '4175 W 29th Ave, Vancouver', 'grades': '1 - 12', 'name': ""St George's School"", 'latitude': 49.2475246, 'longitude': -123.1991544, 'category': 'Independent'}, {'distance': '3.0 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '3.2 km', 'address': '4195 Alexandra St, Vancouver', 'grades': '8 - 12', 'name': 'Little Flower Academy', 'latitude': 49.248696, 'longitude': -123.14211, 'category': 'Independent'}]",3688000,3008 SW Marine Drive,House,https://www.rew.ca/properties/R2222232/3008-sw-marine-drive-vancouver-bc,"ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Fireplace Insert, Garage Door Opener, Microwave, Oven-Built In, Security System",,4,Freehold NonStrata,5,"Bike Room, Garden, In Suite Laundry, Playground"
1510,8579,Vancouver West,Southlands,Sutton Group West Coast Realty,R2224225,House,Built in 1947 (71 yrs old),"[{'distance': '1.4 km', 'address': '5351 Camosun St, Vancouver', 'grades': 'K - 7', 'name': 'Southlands Elementary School', 'latitude': 49.2379947, 'longitude': -123.1975832, 'category': 'Public'}, {'distance': '3.0 km', 'address': '5350 East Blvd, Vancouver', 'grades': '8 - 12', 'name': 'Point Grey Secondary School', 'latitude': 49.2372511, 'longitude': -123.1530483, 'category': 'Public'}, {'distance': '1.4 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '2.4 km', 'address': '3745 West 28th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Immaculate Conception School', 'latitude': 49.2473971, 'longitude': -123.187749, 'category': 'Independent'}, {'distance': '2.4 km', 'address': '4175 W 29th Ave, Vancouver', 'grades': '1 - 12', 'name': ""St George's School"", 'latitude': 49.2475246, 'longitude': -123.1991544, 'category': 'Independent'}, {'distance': '3.6 km', 'address': '3050 Crown St, Vancouver', 'grades': 'K - 7', 'name': 'Ecole Jules Quesnel Elementary', 'latitude': 49.2590199, 'longitude': -123.1925809, 'category': 'Public'}, {'distance': '3.8 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '3.9 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '4.1 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '4.2 km', 'address': '2550 Camosun St, Vancouver', 'grades': 'K - 7', 'name': 'Our Lady of Perpetual Help School', 'latitude': 49.2640535, 'longitude': -123.1961681, 'category': 'Independent'}]",3988000,3896 W 50th Avenue,House,https://www.rew.ca/properties/R2224225/3896-w-50th-avenue-vancouver-bc,ClthWsh/Dryr/Frdg/Stve/DW,,2,Freehold NonStrata,3,Storage
4840,17542,Vancouver West,Southlands,Sotheby's Int'l Realty Canada,R2225284,House,Built in 2003 (15 yrs old),"[{'distance': '0.5 km', 'address': '3250 43rd Ave W, Vancouver', 'grades': 'K - 2', 'name': 'Kerrisdale Annex', 'latitude': 49.2328207, 'longitude': -123.1769391, 'category': 'Public'}, {'distance': '0.8 km', 'address': '5555 Carnarvon St, Vancouver', 'grades': 'K - 7', 'name': 'Kerrisdale Elementary School', 'latitude': 49.2357164, 'longitude': -123.1744931, 'category': 'Public'}, {'distance': '2.0 km', 'address': '5350 East Blvd, Vancouver', 'grades': '8 - 12', 'name': 'Point Grey Secondary School', 'latitude': 49.2372511, 'longitude': -123.1530483, 'category': 'Public'}, {'distance': '0.7 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3745 West 28th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Immaculate Conception School', 'latitude': 49.2473971, 'longitude': -123.187749, 'category': 'Independent'}, {'distance': '2.6 km', 'address': '4175 W 29th Ave, Vancouver', 'grades': '1 - 12', 'name': ""St George's School"", 'latitude': 49.2475246, 'longitude': -123.1991544, 'category': 'Independent'}, {'distance': '3.0 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '3.1 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '3.3 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '3.4 km', 'address': '4195 Alexandra St, Vancouver', 'grades': '8 - 12', 'name': 'Little Flower Academy', 'latitude': 49.248696, 'longitude': -123.14211, 'category': 'Independent'}]",7887000,3263 W 48th Avenue,House,https://www.rew.ca/properties/R2225284/3263-w-48th-avenue-vancouver-bc,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Hot Tub Spa/Swirlpool, Security System, Swimming Pool Equip.",,5,Freehold NonStrata,4,
3811,0,Vancouver West,Southlands,Icon Marketing Inc.,R2224643,House,Built in 2018 (0 yrs old),"[{'distance': '1.4 km', 'address': '5351 Camosun St, Vancouver', 'grades': 'K - 7', 'name': 'Southlands Elementary School', 'latitude': 49.2379947, 'longitude': -123.1975832, 'category': 'Public'}, {'distance': '2.9 km', 'address': '5350 East Blvd, Vancouver', 'grades': '8 - 12', 'name': 'Point Grey Secondary School', 'latitude': 49.2372511, 'longitude': -123.1530483, 'category': 'Public'}, {'distance': '1.2 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '2.3 km', 'address': '3745 West 28th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Immaculate Conception School', 'latitude': 49.2473971, 'longitude': -123.187749, 'category': 'Independent'}, {'distance': '2.4 km', 'address': '4175 W 29th Ave, Vancouver', 'grades': '1 - 12', 'name': ""St George's School"", 'latitude': 49.2475246, 'longitude': -123.1991544, 'category': 'Independent'}, {'distance': '3.6 km', 'address': '3050 Crown St, Vancouver', 'grades': 'K - 7', 'name': 'Ecole Jules Quesnel Elementary', 'latitude': 49.2590199, 'longitude': -123.1925809, 'category': 'Public'}, {'distance': '3.7 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '3.8 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '3.9 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}, {'distance': '4.2 km', 'address': '2550 Camosun St, Vancouver', 'grades': 'K - 7', 'name': 'Our Lady of Perpetual Help School', 'latitude': 49.2640535, 'longitude': -123.1961681, 'category': 'Independent'}]",6288000,3822 W 50th Avenue,House,https://www.rew.ca/properties/R2224643/3822-w-50th-avenue-vancouver-bc,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Microwave, Oven-Built In, Range Top, Security System",,7,Freehold NonStrata,5,
2477,8669,Vancouver West,Southlands,Nu Stream Realty Inc.,R2225126,House,Built in 1969 (49 yrs old),"[{'distance': '0.9 km', 'address': '3250 43rd Ave W, Vancouver', 'grades': 'K - 2', 'name': 'Kerrisdale Annex', 'latitude': 49.2328207, 'longitude': -123.1769391, 'category': 'Public'}, {'distance': '1.3 km', 'address': '5555 Carnarvon St, Vancouver', 'grades': 'K - 7', 'name': 'Kerrisdale Elementary School', 'latitude': 49.2357164, 'longitude': -123.1744931, 'category': 'Public'}, {'distance': '2.6 km', 'address': '5350 East Blvd, Vancouver', 'grades': '8 - 12', 'name': 'Point Grey Secondary School', 'latitude': 49.2372511, 'longitude': -123.1530483, 'category': 'Public'}, {'distance': '1.1 km', 'address': '3200 41st Ave W, Vancouver', 'grades': 'K - 12', 'name': 'Crofton House', 'latitude': 49.2345571, 'longitude': -123.1768575, 'category': 'Independent'}, {'distance': '2.3 km', 'address': '3745 West 28th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Immaculate Conception School', 'latitude': 49.2473971, 'longitude': -123.187749, 'category': 'Independent'}, {'distance': '2.5 km', 'address': '4175 W 29th Ave, Vancouver', 'grades': '1 - 12', 'name': ""St George's School"", 'latitude': 49.2475246, 'longitude': -123.1991544, 'category': 'Independent'}, {'distance': '3.4 km', 'address': '1545 62nd Ave W, Vancouver', 'grades': 'K - 7', 'name': 'Vancouver Hebrew Academy', 'latitude': 49.2154717, 'longitude': -123.1413693, 'category': 'Independent'}, {'distance': '3.6 km', 'address': '8650 Barnard St, Vancouver', 'grades': 'K', 'name': 'Vancouver Montessori School', 'latitude': 49.2077469, 'longitude': -123.1451878, 'category': 'Independent'}, {'distance': '3.6 km', 'address': '3050 Crown St, Vancouver', 'grades': 'K - 7', 'name': 'Ecole Jules Quesnel Elementary', 'latitude': 49.2590199, 'longitude': -123.1925809, 'category': 'Public'}, {'distance': '3.7 km', 'address': '5400 Cartier St, Vancouver', 'grades': 'K - 12', 'name': 'Vancouver College', 'latitude': 49.2362046, 'longitude': -123.1371176, 'category': 'Independent'}]",2990000,6550 Dunbar Street,House,https://www.rew.ca/properties/R2225126/6550-dunbar-street-vancouver-bc,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",,3,Freehold NonStrata,4,
